TN,Hand,Hand.Angle,RT,MT,tgt_jump_size,ti,clamp_size,Exp,SN,Hand_dt,RT_dt,Hand_Diff,RT_Diff
26,-14.33646044,30.66353956,15,67,0,45,0,3d_discrete,43,-7.069748652,-49.8,15.78500761,29
27,3.2105188,48.2105188,44,116,0,45,0,3d_discrete,43,8.71525896,-14.8,-2.688750398,39
28,1.41846277,46.41846277,83,67,0,45,0,3d_discrete,43,6.026508562,28.4,NA,-18
29,NA,270.6144084,65,51,-3,45,-3,3d_discrete,43,NA,7,NA,118
30,0.78007587,45.78007587,183,50,1,45,3,3d_discrete,43,6.165156844,105,-8.66215514,-118
31,-5.35309862,39.64690138,65,65,3,45,3,3d_discrete,43,-2.496998296,-23,-1.729516964,66
32,-5.26915437,39.73084563,131,84,0,45,3,3d_discrete,43,-4.22651526,25.6,-2.90316995,-15
33,-11.0180351,33.9819649,116,34,3,45,-3,3d_discrete,43,-7.12968521,4,9.823639438,16
34,-1.84761027,43.15238973,132,67,1,45,-3,3d_discrete,43,2.693954228,6.6,-5.950363724,-59
35,-9.94248646,35.05751354,73,36,0,45,-3,3d_discrete,43,-3.256409496,-30.4,1.750493912,-9
36,-8.90171603,36.09828397,64,35,-3,45,3,3d_discrete,43,-1.505915584,-39.2,0.677942748,185
37,-8.96242801,36.03757199,249,51,0,45,3,3d_discrete,43,-0.827972836,122.2,3.84355427,-41
38,-3.6440834,41.3559166,208,51,-3,45,3,3d_discrete,43,3.015581434,62.8,7.01848885,-101
39,4.67990938,49.67990938,107,59,-3,45,-3,3d_discrete,43,10.03407028,-33.2,-6.446259992,-24
40,0.27768335,45.27768335,83,84,1,45,-3,3d_discrete,43,3.587810292,-59.2,2.290864508,67
41,5.43611383,50.43611383,150,67,0,45,-3,3d_discrete,43,5.8786748,-9.4,-0.16556204,-65
42,8.82879674,53.82879674,85,80,1,45,3,3d_discrete,43,5.71311276,-41.6,-5.51006214,-7
43,5.0594391,50.0594391,78,52,3,45,-3,3d_discrete,43,0.20305062,-22.6,3.586573264,-45
44,9.63753811,54.63753811,33,51,3,45,3,3d_discrete,43,3.789623884,-52.8,-11.12282938,199
45,-1.92603492,43.07396508,232,51,-3,45,3,3d_discrete,43,-7.333205492,116.4,NA,-113
46,NA,342.1164371,119,1718,1,45,-3,3d_discrete,43,NA,9.6,NA,-12
47,-7.24989302,37.75010698,107,54,0,45,-3,3d_discrete,43,-10.11986222,-6.8,2.047097336,-41
48,-8.71069379,36.28930621,66,47,3,45,3,3d_discrete,43,-8.072764886,-45.4,10.41990383,2
49,0.87165277,45.87165277,68,65,0,45,3,3d_discrete,43,2.34713894,-50.4,2.11783254,-24
50,1.32747211,46.32747211,44,48,3,45,-3,3d_discrete,43,4.46497148,-36.8,-1.906626982,39
51,-0.24243486,44.75756514,83,50,-3,45,-3,3d_discrete,43,2.558344498,9.4,-4.313862592,33
52,-3.88289856,41.11710144,116,34,1,45,3,3d_discrete,43,-1.755518094,40.6,-1.489458206,-67
53,-4.53777251,40.46222749,49,50,-3,45,-3,3d_discrete,43,-3.2449763,-23,-0.631805784,-32
54,-6.67988606,38.32011394,17,51,1,45,3,3d_discrete,43,-3.876782084,-44.8,11.15953819,83
55,5.26769713,50.26769713,100,67,0,45,-3,3d_discrete,43,7.282756102,27,-3.08419631,-34
56,2.78998474,47.78998474,66,51,3,45,3,3d_discrete,43,4.198559792,-3.6,-12.1213506,66
57,-10.69348268,34.30651732,132,51,-3,45,3,3d_discrete,43,-7.922790804,59.2,2.544591538,-3
58,-9.0516708,35.9483292,129,86,0,45,3,3d_discrete,43,-5.378199266,40.2,-4.474219252,87
59,-15.23739105,29.76260895,216,18,3,45,-3,3d_discrete,43,-9.852418518,87.4,7.207941212,-101
60,-11.35373658,33.64626342,115,35,1,45,-3,3d_discrete,43,-2.644477306,-16.6,10.58653842,66
61,-1.65649388,43.34350612,181,52,3,45,-3,3d_discrete,43,7.942061118,26.4,-0.082242272,-163
62,0.49995048,45.49995048,18,67,-3,45,3,3d_discrete,43,7.859818846,-113.8,-8.391488096,14
63,-7.60150432,37.39849568,32,51,-3,45,-3,3d_discrete,43,-0.53166925,-80.4,1.707347006,18
64,-3.55834888,41.44165112,50,50,3,45,3,3d_discrete,43,1.175677756,-29.2,-2.815869308,83
65,-5.12933859,39.87066141,133,67,1,45,3,3d_discrete,43,-1.640191552,50.2,14.05608344,-35
66,11.57255453,56.57255453,98,1093,0,45,-3,3d_discrete,43,12.41589189,31.8,-17.88030043,-34
67,-8.00966999,36.99033001,64,69,1,45,-3,3d_discrete,43,-5.46440854,-11.4,-3.882788178,171
68,-12.96519663,32.03480337,235,49,0,45,3,3d_discrete,43,-9.347196718,119,11.52179967,-78
69,-0.91465898,44.08534102,157,51,3,45,3,3d_discrete,43,2.174602952,19.6,-2.764449906,-63
70,-3.31655146,41.68344854,94,50,3,45,-3,3d_discrete,43,-0.589846954,-35.6,10.41959641,-89
71,5.98566756,50.98566756,5,62,1,45,3,3d_discrete,43,9.82974946,-106,-8.167780998,32
72,-0.7252243,44.2747757,37,100,1,45,-3,3d_discrete,43,1.661968462,-68.6,-4.205274106,116
73,-2.92182385,42.07817615,153,64,-3,45,-3,3d_discrete,43,-2.543305644,63.8,21.03421228,4
74,22.86915028,67.86915028,157,1136,0,45,-3,3d_discrete,43,18.49090663,67.8,-24.94134189,29
75,-1.76110165,43.23889835,186,51,0,45,3,3d_discrete,43,-6.450435258,78.4,14.82622891,184
76,14.83499219,59.83499219,370,3,-3,45,3,3d_discrete,43,8.375793656,189.4,-10.13284687,-238
77,6.05898772,51.05898772,132,51,1,45,3,3d_discrete,43,-1.757053218,-67.6,4.529355014,85
78,13.96588438,58.96588438,217,51,0,45,3,3d_discrete,43,2.772301796,4.6,-4.915873828,-169
79,5.59522562,50.59522562,48,67,3,45,-3,3d_discrete,43,-2.143572032,-142.6,-7.061013934,52
80,-1.39195998,43.60804002,100,51,-3,45,-3,3d_discrete,43,-9.204585966,-73.4,-6.168184678,-52
81,-13.15892887,31.84107113,48,1168,-3,45,3,3d_discrete,43,-15.37277064,-61,6.751782542,246
82,-9.52367984,35.47632016,294,18,3,45,3,3d_discrete,43,-8.620988102,152.6,4.433997644,-211
83,-9.85357384,35.14642616,83,50,0,45,-3,3d_discrete,43,-4.186990458,-31.6,3.152772468,-2
84,-9.77480812,35.22519188,81,51,1,45,-3,3d_discrete,43,-1.03421799,-40.2,5.440328492,17
85,-5.07010954,39.92989046,98,50,1,45,3,3d_discrete,43,4.406110502,-22.8,1.004262646,68
86,-1.7925764,43.2074236,166,51,-3,45,3,3d_discrete,43,5.410373148,21.6,2.77968552,-35
87,3.61480636,48.61480636,131,52,3,45,3,3d_discrete,43,8.190058668,19.2,-9.630648032,-41
88,-5.05640863,39.94359137,90,74,0,45,-3,3d_discrete,43,-1.440589364,-23.2,-1.475293802,-73
89,-5.72092601,39.27907399,17,148,-3,45,-3,3d_discrete,43,-2.915883166,-83.4,0.688472814,90
90,-5.02303911,39.97696089,107,67,3,45,-3,3d_discrete,43,-2.227410352,4.8,11.44143953,152
91,8.47114463,53.47114463,259,68,1,45,-3,3d_discrete,43,9.214029182,138.2,-11.6526554,-144
92,-4.88059005,40.11940995,115,85,0,45,3,3d_discrete,43,-2.438626216,-2.6,1.148769204,-48
93,-3.4006739,41.5993261,67,67,1,45,-3,3d_discrete,43,-1.289857012,-46,-4.016180534,49
94,-7.84083654,37.15916346,116,52,3,45,3,3d_discrete,43,-5.306037546,-16.8,-7.392987146,-96
95,-17.78651983,27.21348017,20,1229,1,45,3,3d_discrete,43,-12.69902469,-95.4,11.87785956,62
96,-9.5036115,35.4963885,82,50,0,45,3,3d_discrete,43,-0.821165136,2,2.856314514,114
97,-7.08897372,37.91102628,196,66,3,45,-3,3d_discrete,43,2.035149378,99.8,3.045699396,83
98,-4.20392443,40.79607557,279,53,-3,45,-3,3d_discrete,43,5.080848774,140.4,-4.550705462,20
99,-8.98307823,36.01692177,299,51,-3,45,3,3d_discrete,43,0.530143312,123.8,5.682799368,-199
100,0.32128138,45.32128138,100,66,0,45,-3,3d_discrete,43,6.21294268,-91.2,1.538133248,-2
101,4.70017116,49.70017116,98,720,3,45,-3,3d_discrete,43,7.751075928,-96.4,-2.50045488,85
102,4.52188878,49.52188878,183,35,1,45,3,3d_discrete,43,5.250621048,-8.8,-3.698212826,-32
103,2.08057605,47.08057605,151,83,0,45,3,3d_discrete,43,1.552408222,-15.2,0.653142848,-17
104,5.66291818,50.66291818,134,68,-3,45,3,3d_discrete,43,2.20555107,0.8,-13.52964113,-37
105,-9.91372403,35.08627597,97,52,3,45,3,3d_discrete,43,-11.32409006,-35.6,6.293231838,21
106,-5.70065803,39.29934197,118,66,0,45,-3,3d_discrete,43,-5.03085822,-18.6,2.359174306,-19
107,-5.30732685,39.69267315,99,634,-3,45,-3,3d_discrete,43,-2.671683914,-20.8,-0.171706708,-3
108,-7.36893596,37.63106404,96,80,1,45,-3,3d_discrete,43,-2.843390622,-12.8,1.91000506,30
109,-8.23939317,36.76060683,126,56,-3,45,-3,3d_discrete,43,-0.933385562,18.8,5.85528714,-45
110,-0.50170153,44.49829847,81,520,0,45,-3,3d_discrete,43,4.921901578,-23,-4.91527394,69
111,-5.34605483,39.65394517,150,34,3,45,-3,3d_discrete,43,0.006627638,39.6,5.076314196,-19
112,0.98965592,45.98965592,131,50,3,45,3,3d_discrete,43,5.082941834,14.2,-6.69682928,2
113,-5.29173271,39.70826729,133,68,1,45,3,3d_discrete,43,-1.613887446,8.8,-6.45872346,199
114,-12.62822192,32.37177808,332,48,-3,45,3,3d_discrete,43,-8.072610906,166.6,5.735652326,-135
115,-8.49028661,36.50971339,197,68,0,45,3,3d_discrete,43,-2.33695858,8.4,4.455073292,20
116,-3.70750294,41.29249706,217,66,1,45,-3,3d_discrete,43,2.118114712,15,3.833250524,-31
117,-0.0902295,44.9097705,186,64,3,45,3,3d_discrete,43,5.951365236,-27,-5.475136626,33
118,-5.63377448,39.36622552,219,81,-3,45,3,3d_discrete,43,0.47622861,-11.2,-1.309258928,-70
119,-5.52173628,39.47826372,149,67,1,45,3,3d_discrete,43,-0.833030318,-44.6,4.06282439,-83
120,0.29893179,45.29893179,66,50,-3,45,-3,3d_discrete,43,3.229794072,-101.4,-1.972287082,132
121,-1.16481838,43.83518162,198,135,0,45,-3,3d_discrete,43,1.25750699,34.4,-1.401649296,-123
122,-3.18552722,41.81447278,75,102,1,45,-3,3d_discrete,43,-0.144142306,-66.4,-2.255980388,61
123,-5.39344089,39.60655911,136,147,3,45,-3,3d_discrete,43,-2.400122694,11.2,9.999651138,228
124,7.13819688,52.13819688,364,82,0,45,3,3d_discrete,43,7.599528444,196.2,-0.78183709,-165
125,7.87071679,52.87071679,199,68,-3,45,3,3d_discrete,43,6.817691354,4.6,-17.22836179,69
126,-11.40585166,33.59414834,268,82,1,45,-3,3d_discrete,43,-10.41067044,59.6,1.420126992,-81
127,-11.68577403,33.31422597,187,63,0,45,-3,3d_discrete,43,-8.990543448,-43.8,8.370907124,95
128,-2.79522341,42.20477659,282,50,0,45,3,3d_discrete,43,-0.619636324,22,-1.232354342,-164
129,-6.81902141,38.18097859,118,68,1,45,3,3d_discrete,43,-1.851990666,-92.8,10.063174,29
130,2.08751154,47.08751154,147,67,3,45,-3,3d_discrete,43,8.211183334,-53.4,-3.543561744,20
131,1.03140016,46.03140016,167,67,-3,45,-3,3d_discrete,43,4.66762159,-13.2,-3.111529862,-34
132,0.32128138,45.32128138,133,718,3,45,3,3d_discrete,43,1.556091728,-36.4,-1.12030619,43
133,-0.29997516,44.70002484,176,70,0,45,3,3d_discrete,43,0.435785538,27.8,-12.80642161,-43
134,-14.67824061,30.32175939,133,34,0,45,-3,3d_discrete,43,-12.37063607,-18.2,11.90700796,-51
135,-3.9859187,41.0140813,82,85,3,45,3,3d_discrete,43,-0.463628114,-56.2,-7.517124148,11
136,-14.6366536,30.3633464,93,40,1,45,-3,3d_discrete,43,-7.980752262,-30.4,21.66528064,37
137,8.70546346,53.70546346,130,33,-3,45,-3,3d_discrete,43,13.68452838,7.2,-8.841472724,46
138,-0.09501779,44.90498221,176,70,1,45,3,3d_discrete,43,4.843055658,53.2,-4.617551364,-25
139,-2.22115129,42.77884871,151,84,-3,45,3,3d_discrete,43,0.225504294,24.6,0.084097158,173
140,-1.67483799,43.32516201,324,83,3,45,-3,3d_discrete,43,0.309601452,149.2,-10.32587523,-226
141,-11.34172813,33.65827187,98,34,3,45,-3,3d_discrete,43,-10.01627378,-77.8,8.368492534,-34
142,-5.89291036,39.10708964,64,69,0,45,-3,3d_discrete,43,-1.647781248,-98.6,8.39778109,-15
143,3.15484286,48.15484286,49,51,3,45,3,3d_discrete,43,6.749999842,-88.2,-4.375890662,116
144,-0.97102193,44.02897807,165,51,-3,45,-3,3d_discrete,43,2.37410918,25,-6.28075238,-73
145,-8.64600839,36.35399161,92,63,1,45,-3,3d_discrete,43,-3.9066432,-1.6,6.588889948,147
146,0.26403398,45.26403398,239,51,1,45,3,3d_discrete,43,2.682246748,117.2,-5.860420484,-123
147,-5.52225554,39.47774446,116,67,-3,45,3,3d_discrete,43,-3.178173736,-16.2,3.020302792,195
148,-3.91615165,41.08384835,311,72,0,45,3,3d_discrete,43,-0.157870944,126.4,0.157870944,852
1,9.05788813,54.05788813,1163,222,0,45,0,3d_discrete,44,0,0,-3.17568763,-299
2,2.70651287,47.70651287,864,437,0,45,0,3d_discrete,44,-3.17568763,-149.5,-6.550692883,-39
3,-8.70737027,36.29262973,825,941,0,45,0,3d_discrete,44,-9.726380513,-125.6666667,11.9210125,10
4,3.94518623,48.94518623,835,330,0,45,0,3d_discrete,44,2.19463199,-86.75,-9.591761494,-129
5,-7.49585764,37.50414236,706,421,0,45,0,3d_discrete,44,-7.397129504,-172.6,3.510516154,11
6,-7.24614889,37.75385111,717,211,0,45,0,3d_discrete,44,-3.88661335,-72.4,2.026350072,281
7,-7.20137674,37.79862326,998,233,0,45,0,3d_discrete,44,-1.860263278,181.8,2.862995734,-311
8,-3.24613369,41.75386631,687,232,0,45,0,3d_discrete,44,1.002732456,-101.6,13.41012652,151
9,11.71869448,56.71869448,838,297,0,45,0,3d_discrete,44,14.41285898,48.8,-15.45982722,-19
10,-2.80245152,42.19754848,819,251,0,45,0,3d_discrete,44,-1.046968248,7.2,10.65095611,NA
11,11.62216796,56.62216796,NA,1132,0,45,0,3d_discrete,44,9.603987862,NA,-18.68067838,NA
12,-7.02279384,37.97720616,751,440,0,45,0,3d_discrete,44,-9.076690518,-67.6,8.16696763,89
13,2.24175066,47.24175066,840,109,0,45,0,3d_discrete,44,-0.909722888,53,-9.721836148,-149
14,-12.27978048,32.72021952,691,429,0,45,0,3d_discrete,44,-10.63155904,-96.8,11.85611551,107
15,0.17103167,45.17103167,798,421,0,45,0,3d_discrete,44,1.224556476,18.2,-4.257987222,-189
16,-8.01423643,36.98576357,609,213,0,45,0,3d_discrete,44,-3.033430746,-128.8,5.403729054,10
17,-1.50743576,43.49256424,619,488,0,45,0,3d_discrete,44,2.370298308,-92.4,2.117752084,-5
18,0.20245774,45.20245774,614,229,0,45,0,3d_discrete,44,4.488050392,-52.2,5.80689458,234
19,10.58163552,55.58163552,848,321,0,45,0,3d_discrete,44,10.29494497,150.4,-6.736515834,-85
20,4.76364169,49.76364169,763,200,0,45,0,3d_discrete,44,3.558429138,72.4,-17.55654015,59
21,-13.98756397,31.01243603,822,672,0,45,0,3d_discrete,44,-13.99811101,88.8,20.84991212,177
22,8.95479413,53.95479413,999,221,0,45,0,3d_discrete,44,6.851801108,189.8,-4.100300158,-127
23,6.01750303,51.01750303,872,110,0,45,0,3d_discrete,44,2.75150095,11.2,-7.420140206,101
24,-4.39870535,40.60129465,973,351,0,45,0,3d_discrete,44,-4.668639256,87.2,5.18353472,-170
25,-0.20987371,44.79012629,803,452,0,45,0,3d_discrete,44,0.514895464,-90.8,-10.9343144,17
26,-10.43334414,34.56665586,820,789,0,45,0,3d_discrete,44,-10.41941893,-73.4,12.86984653,-41
27,0.80692946,45.80692946,779,321,0,45,0,3d_discrete,44,2.450427602,-70.4,-14.35138791,-69
28,-18.43494882,26.56505118,710,337,0,45,0,3d_discrete,44,-11.90096031,-107,18.46574936,458
29,1.13817701,46.13817701,1168,228,1,45,-3,3d_discrete,44,6.56478905,312,-1.479733264,-260
30,-0.37447689,44.62552311,908,298,3,45,-3,3d_discrete,44,5.085055786,31,3.503649462,129
31,6.51980175,51.51980175,1037,314,0,45,3,3d_discrete,44,8.588705248,116.6,-3.528480314,-230
32,3.53741943,48.53741943,807,738,-3,45,-3,3d_discrete,44,5.060224934,-119,-13.27097191,-23
33,-7.5582034,37.4417966,784,139,3,45,3,3d_discrete,44,-8.21074698,-156.8,1.250533066,327
34,-8.16913217,36.83086783,1111,293,1,45,3,3d_discrete,44,-6.960213914,181.6,9.531151312,-171
35,1.79614315,46.79614315,940,142,0,45,-3,3d_discrete,44,2.570937398,4.2,-3.2761168,-265
36,-3.4799175,41.5200825,675,289,-3,45,3,3d_discrete,44,-0.705179402,-188.4,-4.631363382,78
37,-11.02345596,33.97654404,753,193,3,45,3,3d_discrete,44,-5.336542784,-99.6,6.746519944,-55
38,-3.45661917,41.54338083,698,220,0,45,-3,3d_discrete,44,1.40997716,-137.4,-4.4235414,458
39,-7.80791767,37.19208233,1156,80,-3,45,-3,3d_discrete,44,-3.01356424,311.6,0.262021404,-477
40,-9.88140612,35.11859388,679,211,3,45,-3,3d_discrete,44,-2.751542836,-113.2,2.486015396,458
41,-8.37425903,36.62574097,1137,303,1,45,3,3d_discrete,44,-0.26552744,252.4,1.44465495,-524
42,-5.90614111,39.09385889,613,553,0,45,3,3d_discrete,44,1.17912751,-243.6,3.154351228,174
43,-2.57558256,42.42441744,787,507,1,45,-3,3d_discrete,44,4.333478738,-87.4,-11.01625369,356
44,-15.0378159,29.9621841,1143,1692,-3,45,3,3d_discrete,44,-6.682774956,271.2,10.58182898,-163
45,-3.09963212,41.90036788,980,4492,0,45,-3,3d_discrete,44,3.899054024,48,-0.112784454,83
46,-1.92195596,43.07804404,1063,346,-3,45,3,3d_discrete,44,3.78626957,145.8,-4.331425662,-223
47,-6.34019175,38.65980825,840,100,3,45,3,3d_discrete,44,-0.545156092,-122.6,13.83145908,NA
48,10.0079798,55.0079798,NA,230,3,45,-3,3d_discrete,44,13.28630299,NA,-25.9771991,NA
49,-16.20207015,28.79792985,783,465,-3,45,-3,3d_discrete,44,-12.69089611,-178.8,9.46613311,55
50,-7.64501327,37.35498673,838,340,1,45,3,3d_discrete,44,-3.224763004,-62.8,1.026959614,-11
51,-7.79207808,37.20792192,827,338,0,45,3,3d_discrete,44,-2.19780339,-43.2,2.553787658,245
52,-4.96281509,40.03718491,1072,234,1,45,-3,3d_discrete,44,0.355984268,200,10.6368456,-252
53,4.59054319,49.59054319,820,1507,1,45,3,3d_discrete,44,10.99282987,-48,-13.74857888,89
54,-7.39702707,37.60297293,909,215,3,45,3,3d_discrete,44,-2.755749006,15.8,-5.052310888,-232
55,-13.65041913,31.34958087,677,5078,1,45,-3,3d_discrete,44,-7.808059894,-184,2.519900442,409
56,-11.96512884,33.03487116,1086,203,0,45,-3,3d_discrete,44,-5.288159452,173.2,17.4766477,NA
57,8.13010235,53.13010235,NA,30,3,45,-3,3d_discrete,44,12.18848825,NA,-10.75682516,NA
58,-4.43103931,40.56896069,859,329,-3,45,-3,3d_discrete,44,1.43166309,-11.2,-1.584651976,252
59,-5.67035734,39.32964266,1111,577,0,45,3,3d_discrete,44,-0.152988886,182.6,-2.062952678,-74
60,-6.25403274,38.74596726,1037,314,-3,45,3,3d_discrete,44,-2.215941564,83,4.350347348,-167
61,0.61167547,45.61167547,870,220,1,45,-3,3d_discrete,44,2.134405784,-122.6,-3.330828464,440
62,-5.43146683,39.56853317,1310,56,-3,45,3,3d_discrete,44,-1.19642268,272.6,-3.977863112,-266
63,-10.6539026,34.3460974,1044,582,0,45,3,3d_discrete,44,-5.174285792,-30.4,0.87853654,-80
64,-10.80161824,34.19838176,964,264,0,45,-3,3d_discrete,44,-4.295749252,-81,-11.86610848,421
65,-26.77115021,18.22884979,1385,11235,1,45,3,3d_discrete,44,-16.16185773,270.4,23.98470116,-258
66,-3.63598018,41.36401982,1127,452,3,45,-3,3d_discrete,44,7.822843432,-39,2.549686814,-234
67,0,45,893,331,-3,45,-3,3d_discrete,44,10.37253025,-189.6,-4.743250856,429
68,-3.26558792,41.73441208,1322,164,3,45,3,3d_discrete,44,5.62927939,183.8,-10.44038608,-267
69,-14.43206294,30.56793706,1055,232,0,45,-3,3d_discrete,44,-4.81110669,-101.4,7.796023818,80
70,-1.60226135,43.39773865,1135,313,-3,45,3,3d_discrete,44,2.984917128,28.6,0.747387026,358
71,-0.15959786,44.84040214,1493,7021,3,45,3,3d_discrete,44,3.732304154,313.4,-4.05235954,-655
72,-5.26494675,39.73505325,838,337,3,45,-3,3d_discrete,44,-0.320055386,-330.6,-1.190726522,419
73,-7.25319461,37.74680539,1257,341,1,45,3,3d_discrete,44,-1.510781908,101.4,-15.02300685,-218
74,-24.23723609,20.76276391,1039,4856,1,45,-3,3d_discrete,44,-16.53378876,-113.4,28.21628572,-181
75,5.37437737,50.37437737,858,210,-3,45,-3,3d_discrete,44,11.68249696,-239,-12.00105452,-108
76,-8.24344697,36.75655303,750,338,0,45,3,3d_discrete,44,-0.31855756,-198.4,3.67149334,88
77,-4.39870535,40.60129465,838,442,-3,45,3,3d_discrete,44,3.35293578,-110.4,-3.990472812,-60
78,-8.67317405,36.32682595,778,332,1,45,-3,3d_discrete,44,-0.637537032,-74.6,-10.68877097,247
79,-18.14312225,26.85687775,1025,210,1,45,3,3d_discrete,44,-11.326308,175.2,14.39597348,-38
80,-6.0275303,38.9724697,987,222,3,45,-3,3d_discrete,44,3.069665484,111.4,-5.644205262,-180
81,-12.52880771,32.47119229,807,245,0,45,-3,3d_discrete,44,-2.574539778,-80,11.80034208,-47
82,0.1890943,45.1890943,760,217,-3,45,-3,3d_discrete,44,9.225802302,-111.4,0.373840882,-45
83,2.87196249,47.87196249,715,421,0,45,3,3d_discrete,44,9.599643184,-143.8,-4.020881244,235
84,3.09963212,48.09963212,950,441,3,45,3,3d_discrete,44,5.57876194,106.2,-0.7861739,-118
85,4.39870535,49.39870535,832,4681,-3,45,-3,3d_discrete,44,4.79258804,19.2,-14.49869288,32
86,-9.49278248,35.50721752,864,221,-3,45,3,3d_discrete,44,-9.706104836,39.8,3.02651946,-40
87,-8.13010235,36.86989765,824,440,1,45,3,3d_discrete,44,-6.679585376,-13,6.782407272,11
88,-2.40260947,42.59739053,835,549,1,45,-3,3d_discrete,44,0.102821896,-26,7.239072494,-100
89,5.27067075,50.27067075,735,1763,3,45,-3,3d_discrete,44,7.34189439,-83,-8.30165044,-98
90,-4.88840095,40.11159905,637,454,0,45,3,3d_discrete,44,-0.95975605,-142,-6.058101522,-70
91,-11.30993247,33.69006753,567,352,0,45,-3,3d_discrete,44,-7.017857572,-152.6,4.6117586,273
92,-6.34019175,38.65980825,840,341,3,45,3,3d_discrete,44,-2.406098972,117.2,4.078930736,139
93,-2.2259239,42.7740761,979,449,1,45,-3,3d_discrete,44,1.672831764,227.4,7.465876354,-71
94,5.23227288,50.23227288,908,848,-3,45,3,3d_discrete,44,9.138708118,121.8,-17.36242601,134
95,-13.94059117,31.05940883,1042,433,1,45,3,3d_discrete,44,-8.223717888,174.8,8.649715044,-283
96,-3.78611204,41.21388796,759,1250,3,45,3,3d_discrete,44,0.425997156,-146.6,2.51807369,31
97,0,45,790,210,0,45,-3,3d_discrete,44,2.944070846,-105.6,-9.55768934,-151
98,-11.3906307,33.6093693,639,899,0,45,3,3d_discrete,44,-6.613618494,-188.6,7.996685444,21
99,-5.55049979,39.44950021,660,864,-3,45,-3,3d_discrete,44,1.38306695,-118,1.958312748,17
100,-1.00508601,43.99491399,677,433,3,45,-3,3d_discrete,44,3.341379698,-28,-22.25966118,261
101,-28.13440598,16.86559402,938,647,0,45,3,3d_discrete,44,-18.91828148,197.2,23.09806244,60
102,-6.29542943,38.70457057,998,529,1,45,3,3d_discrete,44,4.179780952,215.6,-10.52739048,NA
103,-18.18086721,26.81913279,NA,191,0,45,-3,3d_discrete,44,-6.347609526,NA,8.516997524,NA
104,-10.69221216,34.30778784,662,862,-3,45,-3,3d_discrete,44,2.169387998,-125,-0.697697794,158
105,-13.98611594,31.01388406,820,961,3,45,-3,3d_discrete,44,1.471690204,1,2.556679056,149
106,-7.25319461,37.74680539,969,1832,3,45,3,3d_discrete,44,4.02836926,91.6,-5.04810378,-150
107,-13.80276563,31.19723437,819,231,1,45,-3,3d_discrete,44,-1.01973452,-34.6,2.59673442,-264
108,-9.46232221,35.53767779,555,435,-3,45,3,3d_discrete,44,1.5769999,-210,-0.467676982,113
109,-9.73944595,35.26055405,668,671,1,45,3,3d_discrete,44,1.109322918,-98.2,-1.654463022,63
110,-10.74585723,34.25414277,731,136,-3,45,3,3d_discrete,44,-0.545140104,-17.4,6.867986588,-31
111,-3.03403965,41.96596035,700,336,0,45,3,3d_discrete,44,6.322846484,5.4,-4.031751116,82
112,-5.38154705,39.61845295,782,1594,0,45,-3,3d_discrete,44,2.291095368,94.8,-5.993320728,148
113,-11.85300417,33.14699583,930,330,-3,45,-3,3d_discrete,44,-3.70222536,167.8,0.1068411,-239
114,-12.24784235,32.75215765,691,550,1,45,-3,3d_discrete,44,-3.59538426,-75.8,5.373758016,68
115,-5.90614111,39.09385889,759,440,3,45,-3,3d_discrete,44,1.778373756,-13.4,-5.848534908,140
116,-13.93483511,31.06516489,899,541,3,45,3,3d_discrete,44,-4.070161152,86.8,6.87049454,20
117,-7.48503895,37.51496105,919,462,3,45,3,3d_discrete,44,2.800333388,79.4,-5.085582556,-19
118,-12.75002584,32.24997416,900,788,-3,45,3,3d_discrete,44,-2.285249168,66.4,3.88253445,-201
119,-8.02240365,36.97759635,699,442,0,45,-3,3d_discrete,44,1.597285282,-136.2,-6.090423892,-341
120,-16.16449915,28.83550085,358,1825,-3,45,-3,3d_discrete,44,-4.49313861,-397,3.537101024,421
121,-12.30053888,32.69946112,779,235,1,45,3,3d_discrete,44,-0.956037586,48,-7.79245599,11
122,-23.24498385,21.75501615,790,331,0,45,3,3d_discrete,44,-8.748493576,84.8,10.01070591,-113
123,-13.35534096,31.64465904,677,410,1,45,-3,3d_discrete,44,1.262212338,16.4,7.775067646,213
124,-4.96974073,40.03025927,890,552,3,45,-3,3d_discrete,44,9.037279984,191.2,-0.284052628,118
125,-2.52611691,42.47388309,1008,530,3,45,3,3d_discrete,44,8.753227356,179.2,-4.826393722,-216
126,-6.11550357,38.88449643,792,668,-3,45,-3,3d_discrete,44,3.926833634,-39.4,-13.17680262,66
127,-18.30413677,26.69586323,858,845,-3,45,3,3d_discrete,44,-9.249968982,13,-0.862829542,0
128,-20.61987265,24.38012735,858,1231,1,45,-3,3d_discrete,44,-10.11279852,-23.2,18.78651975,-68
129,-1.04925594,43.95074406,790,910,3,45,-3,3d_discrete,44,8.673721228,-71.2,-4.528120842,318
130,-6.34019175,38.65980825,1108,320,0,45,3,3d_discrete,44,4.145600386,226.8,-16.85295838,333
131,-27.46256177,17.53743823,1441,9700,1,45,3,3d_discrete,44,-12.70735799,430,9.605997112,-492
132,-17.74467163,27.25532837,949,440,0,45,-3,3d_discrete,44,-3.101360882,-80.2,4.51155406,-219
133,-11.3864288,33.6135712,730,115,3,45,-3,3d_discrete,44,1.410193178,-273.6,-2.54882726,-7
134,-17.15675609,27.84324391,723,440,1,45,-3,3d_discrete,44,-1.138634082,-267.2,4.048604196,366
