TN,Hand,Hand.Angle,RT,MT,tgt_jump_size,ti,clamp_size,Exp,SN,Hand_dt,RT_dt,Hand_Diff,RT_Diff
58,-0.7252243,44.2747757,562,39,1,45,3,3d_discrete,19,1.089235026,-96.4,-8.049147696,-150
59,-9.80249672,35.19750328,412,31,0,45,-3,3d_discrete,19,-6.95991267,-274.8,6.14828198,-73
60,-3.0127875,41.9872125,339,462,-3,45,-3,3d_discrete,19,-0.81163069,-158.8,-3.151324642,-53
61,-7.73013831,37.26986169,286,13,1,45,3,3d_discrete,19,-3.962955332,-96.6,2.768642218,10
62,-6.8105531,38.1894469,296,23,0,45,3,3d_discrete,19,-1.194313114,-83,-3.403055912,87
63,-12.58570519,32.41429481,383,49,3,45,-3,3d_discrete,19,-4.597369026,39.8,13.39261869,-133
64,3.45926606,48.45926606,250,35,1,45,-3,3d_discrete,19,8.795249668,-60.8,-3.618052688,-39
65,0.55471359,45.55471359,211,39,-3,45,-3,3d_discrete,19,5.17719698,-74.2,-5.112933052,35
66,-3.76523975,41.23476025,246,37,0,45,-3,3d_discrete,19,0.064263928,-31.2,2.784456634,55
67,0.47665938,45.47665938,301,33,3,45,3,3d_discrete,19,2.848720562,22.8,-4.911423242,-46
68,-2.39702853,42.60297147,255,28,-3,45,3,3d_discrete,19,-2.06270268,2.4,-2.665894306,-22
69,-7.19347006,37.80652994,233,183,3,45,3,3d_discrete,19,-4.728596986,-16.2,9.007291026,-218
70,2.12859781,47.12859781,15,98,-3,45,-3,3d_discrete,19,4.27869404,-195,-1.45234296,207
71,1.7866285,46.7866285,222,41,0,45,3,3d_discrete,19,2.82635108,16.8,-1.426347992,124
72,0.33118579,45.33118579,346,33,0,45,-3,3d_discrete,19,1.400003088,131.8,5.210829272,-64
73,7.52677596,52.52677596,282,35,3,45,-3,3d_discrete,19,6.61083236,62.4,-1.802983268,-211
74,8.95310838,53.95310838,71,63,-3,45,3,3d_discrete,19,4.807849092,-116.2,-10.60566509,48
75,-2.59784534,42.40215466,119,31,1,45,-3,3d_discrete,19,-5.797815998,-89,3.764401336,8
76,1.01153787,46.01153787,127,16,1,45,3,3d_discrete,19,-2.033414662,-62,-3.509473456,-56
77,-3.20521593,41.79478407,71,78,-3,45,-3,3d_discrete,19,-5.542888118,-63,0.133830314,38
78,-5.72092601,39.27907399,109,43,-3,45,3,3d_discrete,19,-5.409057804,9.6,2.877310486,-95
79,-5.7927965,39.2072035,14,51,0,45,3,3d_discrete,19,-2.531747318,-74,-3.675073872,348
80,-11.18537663,33.81462337,362,37,1,45,3,3d_discrete,19,-6.20682119,225.4,7.9332785,-305
81,-4.31800713,40.68199287,57,64,3,45,3,3d_discrete,19,1.72645731,-65.6,8.186272648,404
82,5.63663588,50.63663588,461,39,1,45,-3,3d_discrete,19,9.912729958,260.4,-2.920093066,-388
83,4.82591002,49.82591002,73,427,0,45,-3,3d_discrete,19,6.992636892,-120.4,-9.585620088,83
84,-4.50143846,40.49856154,156,12,3,45,-3,3d_discrete,19,-2.592983196,-65.8,3.66651507,-31
85,1.75268992,46.75268992,125,32,3,45,-3,3d_discrete,19,1.073531874,-49.4,2.564608286,105
86,6.47612454,51.47612454,230,20,1,45,-3,3d_discrete,19,3.63814016,21,-0.445108596,-75
87,6.12961096,51.12961096,155,28,1,45,3,3d_discrete,19,3.193031564,7.2,-7.156071292,662
88,-2.48955292,42.51044708,817,61,3,45,3,3d_discrete,19,-3.963039728,520.4,4.008259404,-497
89,3.02374272,48.02374272,320,49,0,45,3,3d_discrete,19,0.045219676,-9.4,-9.858672888,186
90,-8.98183519,36.01816481,506,78,-3,45,-3,3d_discrete,19,-9.813453212,100.4,6.913920554,332
91,-4.20392443,40.79607557,838,47,0,45,-3,3d_discrete,19,-2.899532658,310.8,4.814036526,-126
92,-0.76976262,44.23023738,712,339,-3,45,3,3d_discrete,19,1.914503868,73.4,-0.123963892,-344
93,-0.49476991,44.50523009,368,32,1,45,-3,3d_discrete,19,1.790539976,-180.8,5.829265414,-69
94,5.9121837,50.9121837,299,50,0,45,-3,3d_discrete,19,7.61980539,-245.6,-7.521463514,-126
95,0.23385903,45.23385903,173,44,1,45,3,3d_discrete,19,0.098341876,-305,-2.795782844,334
96,-2.15142366,42.84857634,507,43,-3,45,3,3d_discrete,19,-2.697440968,95.2,-9.986033872,-76
97,-14.97938126,30.02061874,431,67,0,45,3,3d_discrete,19,-12.68347484,75.4,11.02184549,238
98,-4.82322724,40.17677276,669,48,3,45,3,3d_discrete,19,-1.661629354,253.2,14.28915793,-53
99,10.35436744,55.35436744,616,475,3,45,-3,3d_discrete,19,12.62752858,136.8,-12.36542799,-322
100,-2.57229045,42.42770955,294,39,-3,45,-3,3d_discrete,19,0.262100584,-209.4,-9.753221794,-24
101,-14.86903439,30.13096561,270,48,1,45,3,3d_discrete,19,-9.49112121,-186,8.729017698,-71
102,-3.93017555,41.06982445,199,67,3,45,3,3d_discrete,19,-0.762103512,-210.6,4.173347534,143
103,1.50977179,46.50977179,342,40,1,45,-3,3d_discrete,19,3.411244022,-2.2,2.188260554,-85
104,2.03394857,47.03394857,257,32,-3,45,-3,3d_discrete,19,5.599504576,-15.4,-7.015662356,68
105,-5.58406962,39.41593038,325,94,-3,45,3,3d_discrete,19,-1.41615778,46.4,NA,-88
106,NA,20.17838007,237,62,0,45,3,3d_discrete,19,NA,-35,NA,499
107,-16.22970274,28.77029726,736,66,3,45,-3,3d_discrete,19,-11.78965723,356.6,NA,-328
108,NA,55.8814006,408,28,0,45,-3,3d_discrete,19,NA,15.4,NA,-228
109,4.67291864,49.67291864,180,55,1,45,-3,3d_discrete,19,7.392345312,-197.2,-1.026995802,-130
110,4.1799606,49.1799606,50,450,0,45,-3,3d_discrete,19,6.36534951,-272.2,-6.375524902,1211
111,-3.25294252,41.74705748,1261,75,-3,45,-3,3d_discrete,19,-0.010175392,734,0.852736564,-1123
112,-1.60424004,43.39575996,138,51,-3,45,3,3d_discrete,19,0.842561172,-269.4,-1.139597956,82
113,0.62762819,45.62762819,220,47,3,45,3,3d_discrete,19,-0.297036784,-149.8,-0.45269795,-204
114,-0.94956686,44.05043314,16,50,3,45,-3,3d_discrete,19,-0.749734734,-321,12.04033535,191
115,12.81847046,57.81847046,207,28,0,45,3,3d_discrete,19,11.29060061,-161.4,-9.836497332,-120
116,4.54070204,49.54070204,87,30,1,45,3,3d_discrete,19,1.454103282,-46.6,-3.431747864,62
117,1.78725273,46.78725273,149,84,-3,45,3,3d_discrete,19,-1.977644582,13.2,-10.1921848,226
118,-10.66307213,34.33692787,375,48,1,45,3,3d_discrete,19,-12.16982938,208.2,11.29496877,-130
119,1.02726251,46.02726251,245,33,3,45,3,3d_discrete,19,-0.874860612,32.4,0.980381974,-176
120,-0.69506201,44.30493799,69,32,3,45,-3,3d_discrete,19,0.105521362,-116,1.682641898,478
121,0.09929935,45.09929935,547,70,0,45,3,3d_discrete,19,1.78816326,270,-1.66662522,145
122,-2.40597052,42.59402948,692,30,-3,45,-3,3d_discrete,19,0.12153804,306.4,1.54862871,16
123,1.59409077,46.59409077,708,42,0,45,-3,3d_discrete,19,1.67016675,255.8,-5.847962876,446
124,-5.57415576,39.42584424,1154,12,1,45,-3,3d_discrete,19,-4.177796126,520,6.77254535,-1013
125,1.67175249,46.67175249,141,31,3,45,3,3d_discrete,19,2.594749224,-507.4,-5.966645332,545
126,-5.39344089,39.60655911,686,43,1,45,3,3d_discrete,19,-3.371896108,9.8,-5.732488606,280
127,-13.30591924,31.69408076,966,753,-3,45,3,3d_discrete,19,-9.104384714,235,13.40187064,-272
128,-0.27858344,44.72141656,694,40,1,45,-3,3d_discrete,19,4.297485928,-34.2,-6.4878004,-196
129,-7.06444086,37.93555914,498,14,0,45,-3,3d_discrete,19,-2.190314472,-99,6.199153726,172
130,-1.49954704,43.50045296,670,16,-3,45,-3,3d_discrete,19,4.008839254,-32.8,0.483052342,-338
131,0.07774185,45.07774185,332,33,0,45,3,3d_discrete,19,4.491891596,-300,-0.209568394,62
132,3.16169663,48.16169663,394,31,3,45,-3,3d_discrete,19,4.282323202,-123.6,-1.007376942,0
133,2.76254547,47.76254547,394,23,1,45,-3,3d_discrete,19,3.27494626,-63.6,-2.661383058,607
134,1.89256323,46.89256323,1001,33,0,45,3,3d_discrete,19,0.613563202,442.8,-2.260783502,-667
135,-0.08538858,44.91461142,334,38,3,45,3,3d_discrete,19,-1.6472203,-157,1.18349051,17
136,1.35319195,46.35319195,351,16,-3,45,-3,3d_discrete,19,-0.46372979,-143.8,-2.190700544,-138
137,-1.8373099,43.1626901,213,44,-3,45,3,3d_discrete,19,-2.654430334,-245.6,1.035043898,2
138,-1.69346887,43.30653113,215,36,0,45,-3,3d_discrete,19,-1.619386436,-207.8,6.494013636,117
139,5.52754015,50.52754015,332,408,3,45,-3,3d_discrete,19,4.8746272,43,-10.71525373,837
140,-6.46329483,38.53670517,1169,31,1,45,3,3d_discrete,19,-5.84062653,713,0.1482553,-865
141,-8.2320974,36.7679026,304,13,0,45,-3,3d_discrete,19,-5.69237123,-142.6,3.338578652,340
142,-5.65757096,39.34242904,644,41,3,45,3,3d_discrete,19,-2.353792578,111.2,7.333338946,-570
143,2.5180772,47.5180772,74,61,0,45,3,3d_discrete,19,4.979546368,-430.6,-6.051333218,452
144,-5.79845506,39.20154494,526,49,-3,45,-3,3d_discrete,19,-1.07178685,-17.4,2.185848862,-306
145,-2.89993404,42.10006596,220,30,3,45,-3,3d_discrete,19,1.114062012,-133.6,-1.580075304,246
146,-3.54198733,41.45801267,466,60,1,45,3,3d_discrete,19,-0.466013292,80,3.926815202,-314
147,1.89542758,46.89542758,152,81,1,45,-3,3d_discrete,19,3.46080191,-135.6,-3.939297684,97
148,-3.18435693,41.81564307,249,50,-3,45,3,3d_discrete,19,-0.478495774,-73.6,0.478495774,415
1,7.10777416,52.10777416,664,50,0,45,0,3d_discrete,20,0,0,-1.01408315,-199
2,5.07960786,50.07960786,465,48,0,45,0,3d_discrete,20,-1.01408315,-99.5,2.37169071,-186
3,8.13010235,53.13010235,279,49,0,45,0,3d_discrete,20,1.35760756,-190.3333333,1.166374235,-77
4,10.13780385,55.13780385,202,95,0,45,0,3d_discrete,20,2.523981795,-200.5,-5.346546015,78
5,4.08561678,49.08561678,280,50,0,45,0,3d_discrete,20,-2.82256422,-98,1.146851404,29
6,4.76364169,49.76364169,309,49,0,45,0,3d_discrete,20,-1.675712816,2,-10.80881688,-168
7,-8.82637095,36.17362905,141,84,0,45,0,3d_discrete,20,-12.48452969,-101.2,16.80716887,92
8,7.94347181,52.94347181,233,68,0,45,0,3d_discrete,20,4.322639174,0,-1.231100168,239
9,5.85601359,50.85601359,472,68,0,45,0,3d_discrete,20,3.091539006,185,-3.313640098,-122
10,2.15656267,47.15656267,350,50,0,45,0,3d_discrete,20,-0.222101092,49,-5.571225892,-65
11,-5.45923945,39.54076055,285,50,0,45,0,3d_discrete,20,-5.793326984,-11.2,2.31138314,13
12,-1.72822765,43.27177235,298,51,0,45,0,3d_discrete,20,-3.481943844,-29.6,3.223186716,-31
13,-0.11716912,44.88283088,267,67,0,45,0,3d_discrete,20,-0.258757128,-67.4,1.386522918,18
14,0.12268885,45.12268885,285,67,0,45,0,3d_discrete,20,1.12776579,-12,0.743081036,-54
15,0.54307169,45.54307169,231,84,0,45,0,3d_discrete,20,1.870846826,-42.2,-13.91114135,15
16,-15.34527721,29.65472279,246,65,0,45,0,3d_discrete,20,-12.04029452,-19.4,8.370994064,118
17,-8.28579702,36.71420298,364,68,0,45,0,3d_discrete,20,-3.669300458,85.4,7.598110804,-39
18,-0.83031549,44.16968451,325,67,0,45,0,3d_discrete,20,3.928810346,34.8,7.649036484,-15
19,8.49272903,53.49272903,310,34,0,45,0,3d_discrete,20,11.57784683,14.8,-14.62842,-71
20,-7.80538164,37.19461836,239,50,0,45,0,3d_discrete,20,-3.050573174,-57.8,8.948998446,14
21,5.26584031,50.26584031,253,51,0,45,0,3d_discrete,20,5.898425272,-45.2,-3.074530762,12
22,4.81058619,49.81058619,265,50,0,45,0,3d_discrete,20,2.82389451,-13.4,-2.707321208,117
23,2.8366601,47.8366601,382,66,0,45,0,3d_discrete,20,0.116573302,92.2,1.034326682,-116
24,2.71555122,47.71555122,266,67,0,45,0,3d_discrete,20,1.150899984,-15,-10.4491664,48
25,-7.71567356,37.28432644,314,51,0,45,0,3d_discrete,20,-9.298266412,18,6.673202582,-98
26,-2.6195488,42.3804512,216,67,0,45,0,3d_discrete,20,-2.62506383,-72.6,11.65356817,116
27,10.08987766,55.08987766,332,65,0,45,0,3d_discrete,20,9.028504336,30,-16.73050144,-23
28,-9.00994475,35.99005525,309,85,0,45,0,3d_discrete,20,-7.701997104,21.6,5.397511866,NA
29,-5.19442891,39.80557109,NA,333,0,45,-3,3d_discrete,20,-2.304485238,NA,6.593046982,NA
30,3.67719098,48.67719098,84,946,1,45,3,3d_discrete,20,4.288561744,-167,-9.534428652,196
31,-6.66665989,38.33334011,280,66,1,45,-3,3d_discrete,20,-5.245866908,35.8,13.09463536,-23
32,5.51249992,50.51249992,257,34,3,45,-3,3d_discrete,20,7.84876845,4.6,-3.614084174,21
33,4.62550587,49.62550587,278,33,-3,45,3,3d_discrete,20,4.234684276,36.4,-1.843874988,35
34,4.77564583,49.77564583,313,33,-3,45,-3,3d_discrete,20,2.390809288,70.6,0.434675126,17
35,5.59360345,50.59360345,330,51,0,45,3,3d_discrete,20,2.825484414,38.4,-2.038758316,-55
36,6.11022139,51.11022139,275,49,3,45,3,3d_discrete,20,0.786726098,-15.6,-0.41239475,-8
37,5.74415832,50.74415832,267,50,0,45,-3,3d_discrete,20,0.374331348,-25.6,7.472345566,-3
38,15.36425339,60.36425339,264,34,1,45,-3,3d_discrete,20,7.846676914,-25.8,-11.23231615,41
39,3.97101009,48.97101009,305,33,3,45,-3,3d_discrete,20,-3.385639238,16.8,3.753350568,-42
40,8.25704996,53.25704996,263,50,1,45,3,3d_discrete,20,0.36771133,-11.8,1.77606063,68
41,11.01383289,56.01383289,331,67,3,45,3,3d_discrete,20,2.14377196,45,-13.76842025,-51
42,-4.87927378,40.12072622,280,66,-3,45,3,3d_discrete,20,-11.62464829,-8.6,-8.995338622,14
43,-21.18432885,23.81567115,294,66,-3,45,-3,3d_discrete,20,-20.61998691,-0.6,7.835418828,-166
44,-17.67889005,27.32110995,128,100,0,45,3,3d_discrete,20,-12.78456808,-131.2,19.79563049,-3
45,0.58166306,45.58166306,125,100,3,45,-3,3d_discrete,20,7.011062406,-106.6,4.220392766,126
46,3.24911156,48.24911156,251,83,3,45,3,3d_discrete,20,11.23145517,35.4,-2.445797324,6
47,2.22396124,47.22396124,257,67,0,45,3,3d_discrete,20,8.785657848,46,-4.009386298,22
48,3.06430089,48.06430089,279,83,1,45,3,3d_discrete,20,4.77627155,71,-12.55505203,-130
49,-7.44371641,37.55628359,149,82,-3,45,-3,3d_discrete,20,-7.778780478,-63.2,12.04368027,66
50,5.60453906,50.60453906,215,67,1,45,-3,3d_discrete,20,4.264899792,-15.2,-9.412474988,32
51,-5.5721978,39.4278022,247,52,0,45,-3,3d_discrete,20,-5.147575196,17.6,5.276046816,-118
52,-0.92617904,44.07382096,129,100,-3,45,3,3d_discrete,20,0.12847162,-74.8,-5.489199758,166
53,-8.78529872,36.21470128,295,84,1,45,3,3d_discrete,20,-5.360728138,88,5.626168374,-69
54,-2.08798383,42.91201617,226,67,0,45,3,3d_discrete,20,0.265440236,3.6,1.964252306,35
55,-1.55579917,43.44420083,261,51,-3,45,-3,3d_discrete,20,2.229692542,29.4,3.462865098,31
56,3.77688186,48.77688186,292,49,-3,45,3,3d_discrete,20,5.69255764,51.4,-4.542297108,-117
57,-0.7252243,44.2747757,175,66,0,45,-3,3d_discrete,20,1.150260532,-74.8,7.49771654,111
58,10.66193998,55.66193998,286,49,3,45,-3,3d_discrete,20,8.647977072,38,-0.862542698,-30
59,12.77124256,57.77124256,256,51,1,45,-3,3d_discrete,20,7.785434374,2,-11.65047391,25
60,1.78991061,46.78991061,281,69,3,45,3,3d_discrete,20,-3.865039532,23,6.008110274,-30
61,8.80330564,53.80330564,251,83,-3,45,3,3d_discrete,20,2.143070742,1.2,4.47776482,29
62,16.78264415,61.78264415,280,34,1,45,3,3d_discrete,20,6.620835562,9.2,-12.08048835,-165
63,3.21220976,48.21220976,115,66,-3,45,-3,3d_discrete,20,-5.459652784,-121.6,2.073682336,126
64,3.41455448,48.41455448,241,66,3,45,-3,3d_discrete,20,-3.385970448,7.4,1.22449293,-30
65,5.35133161,50.35133161,211,66,0,45,-3,3d_discrete,20,-2.161477518,-8.6,-1.205501506,-19
66,2.98146122,47.98146122,192,69,0,45,3,3d_discrete,20,-3.366979024,-15.8,4.978719874,116
67,5.75456533,50.75456533,308,50,1,45,-3,3d_discrete,20,1.61174085,94.6,-1.250636354,-92
68,4.82685878,49.82685878,216,100,3,45,3,3d_discrete,20,0.361104496,-17.6,-4.578405236,78
69,-0.54307169,44.45692831,294,68,-3,45,3,3d_discrete,20,-4.21730074,49.8,18.05817419,17
70,20.55604522,65.55604522,311,51,0,45,3,3d_discrete,20,13.84087345,46.8,-4.846777328,-18
71,18.89121956,63.89121956,293,51,1,45,3,3d_discrete,20,8.99409612,8.6,-14.14258521,13
72,4.49715161,49.49715161,306,67,0,45,-3,3d_discrete,20,-5.148489086,22,-0.747095086,-35
73,3.48085596,48.48085596,271,67,3,45,-3,3d_discrete,20,-5.895584172,-24,3.461630742,13
74,8.8138763,53.8138763,284,68,-3,45,-3,3d_discrete,20,-2.43395343,-9,-7.038210088,-16
75,-2.91942854,42.08057146,268,82,3,45,3,3d_discrete,20,-9.472163518,-16.4,12.77955212,-49
76,7.60234959,52.60234959,219,84,1,45,-3,3d_discrete,20,3.307388606,-50.6,4.055972772,29
77,13.44861505,58.44861505,248,50,0,45,3,3d_discrete,20,7.363361378,-10,-5.975528154,64
78,8.47114463,53.47114463,312,66,0,45,-3,3d_discrete,20,1.387833224,45.8,-5.096690338,-13
79,2.01459879,47.01459879,299,67,3,45,3,3d_discrete,20,-3.708857114,29.8,4.789962774,-2
80,9.23555909,54.23555909,297,51,3,45,-3,3d_discrete,20,1.08110566,22,4.326824692,-20
81,15.05239233,60.05239233,277,50,-3,45,-3,3d_discrete,20,5.407930352,-9.6,0.696563288,15
82,16.32404076,61.32404076,292,34,1,45,-3,3d_discrete,20,6.10449364,-3.4,-0.317785778,-8
83,17.89003257,62.89003257,284,67,1,45,3,3d_discrete,20,5.786707862,-5.8,-16.69348436,-27
84,0.99203557,45.99203557,257,83,-3,45,3,3d_discrete,20,-10.90677649,-24.4,-6.177358296,47
85,-8.79054318,36.20945682,304,116,0,45,3,3d_discrete,20,-17.08413479,21.2,12.58543495,64
86,0.98051663,45.98051663,368,67,0,45,-3,3d_discrete,20,-4.49869984,67,7.226743442,33
